2025-08-10 11:16:00 root         INFO     Starting GetRecords Consumer
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397620480620257346989577994242 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': 'b004fc9a-d465-45f9-9d45-5bf86ea1c8dd', 'customer_number': 397, 'city': 'Chatswood', 'country': 'Australia', 'credit_limit': 108040, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S24_2887', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_1662', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2766', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660212363097816430641083565735954
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': 'b004fc9a-d465-45f9-9d45-5bf86ea1c8dd', 'customer_number': 397, 'city': 'Chatswood', 'country': 'Australia', 'credit_limit': 108040, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S24_2887', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_1662', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2766', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 498553), 'overall_product_quantity': 30, 'overall_shopping_cart': 11, 'total_different_products': 5}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397625316323535805506276818946 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '72ab8617-b9d0-48cc-8773-25a32e4317a4', 'customer_number': 254, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 64059, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660224451147086757318751208603666
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '72ab8617-b9d0-48cc-8773-25a32e4317a4', 'customer_number': 254, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 64059, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 523332), 'overall_product_quantity': 21, 'overall_shopping_cart': 0, 'total_different_products': 3}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397644659136649639573072117762 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '68e6f01e-109e-4553-b9df-ce497cc3aaf5', 'customer_number': 169, 'city': 'New Haven', 'country': 'USA', 'credit_limit': 96698, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_3482', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_4473', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S32_2206', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660226566767271082920769017085970
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '68e6f01e-109e-4553-b9df-ce497cc3aaf5', 'customer_number': 169, 'city': 'New Haven', 'country': 'USA', 'credit_limit': 96698, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_3482', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_4473', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S32_2206', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 552448), 'overall_product_quantity': 16, 'overall_shopping_cart': 1, 'total_different_products': 4}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789654397845152386822131611508418805762 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '9e64b76d-aa0e-4c4b-8d35-c00838fb1884', 'customer_number': 247, 'city': 'Pasadena', 'country': 'USA', 'credit_limit': 152641, 'browse_history': [{'product_code': 'S18_1129', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3420', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49665997182880581727772660236160802575544621472898088978
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '9e64b76d-aa0e-4c4b-8d35-c00838fb1884', 'customer_number': 247, 'city': 'Pasadena', 'country': 'USA', 'credit_limit': 152641, 'browse_history': [{'product_code': 'S18_1129', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3420', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 579609), 'overall_product_quantity': 30, 'overall_shopping_cart': 19, 'total_different_products': 5}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789654397845178983190163133418981818370 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': 'b802a769-8c1f-4b68-8572-d453501a07c4', 'customer_number': 404, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 164107, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_2325', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4675', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_4048', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49665997182880581727772660236898247325509545613066240018
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': 'b802a769-8c1f-4b68-8572-d453501a07c4', 'customer_number': 404, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 164107, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_2325', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4675', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_4048', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 602316), 'overall_product_quantity': 20, 'overall_shopping_cart': 19, 'total_different_products': 5}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397659166246485015191888068610 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '925dfa7c-d835-4c34-9390-49c118220848', 'customer_number': 441, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 115994, 'browse_history': [{'product_code': 'S12_3990', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660248007066681948377428768325650
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '925dfa7c-d835-4c34-9390-49c118220848', 'customer_number': 441, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 115994, 'browse_history': [{'product_code': 'S12_3990', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 629312), 'overall_product_quantity': 16, 'overall_shopping_cart': 0, 'total_different_products': 3}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397676091207959620000333955074 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': 'a21d2918-98c5-44ed-9686-205ea16cf365', 'customer_number': 376, 'city': 'Århus', 'country': 'Denmark', 'credit_limit': 77781, 'browse_history': [{'product_code': 'S18_2795', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S18_1367', 'quantity': '5', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660251430744603097008488486797330
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': 'a21d2918-98c5-44ed-9686-205ea16cf365', 'customer_number': 376, 'city': 'Århus', 'country': 'Denmark', 'credit_limit': 77781, 'browse_history': [{'product_code': 'S18_2795', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S18_1367', 'quantity': '5', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 655233), 'overall_product_quantity': 11, 'overall_shopping_cart': 6, 'total_different_products': 2}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397696642946893068696303960066 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': 'aa6da047-090a-4fe5-bd47-cea228f94008', 'customer_number': 467, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 132968, 'browse_history': [{'product_code': 'S24_3969', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S10_1949', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_3136', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660251515369410470032599435706386
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': 'aa6da047-090a-4fe5-bd47-cea228f94008', 'customer_number': 467, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 132968, 'browse_history': [{'product_code': 'S24_3969', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S10_1949', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_3136', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 681090), 'overall_product_quantity': 24, 'overall_shopping_cart': 16, 'total_different_products': 4}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397707523279269600358876315650 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': 'd1bc397c-8fda-4643-8547-49dc87f9a0b3', 'customer_number': 336, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 117567, 'browse_history': [{'product_code': 'S24_3949', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S10_2016', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49665997182880581727772660253448441796033825336985649170
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': 'd1bc397c-8fda-4643-8547-49dc87f9a0b3', 'customer_number': 336, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 117567, 'browse_history': [{'product_code': 'S24_3949', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S10_2016', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 705400), 'overall_product_quantity': 9, 'overall_shopping_cart': 9, 'total_different_products': 2}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397736537498940351459069263874 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '99ad758f-31d4-4ca6-a1fa-95a538825bfd', 'customer_number': 411, 'city': 'Manchester', 'country': 'UK', 'credit_limit': 89799, 'browse_history': [{'product_code': 'S24_1578', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_1662', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S12_3990', 'quantity': '5', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49665997182880581727772660267106885706039911456532594706
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '99ad758f-31d4-4ca6-a1fa-95a538825bfd', 'customer_number': 411, 'city': 'Manchester', 'country': 'UK', 'credit_limit': 89799, 'browse_history': [{'product_code': 'S24_1578', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_1662', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S12_3990', 'quantity': '5', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 730189), 'overall_product_quantity': 17, 'overall_shopping_cart': 6, 'total_different_products': 4}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397744999979677653863292207106 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': 'deee82cc-50d2-4bb1-99e6-aa08ba11e818', 'customer_number': 398, 'city': 'Bergen', 'country': 'Norway', 'credit_limit': 82443, 'browse_history': [{'product_code': 'S50_1392', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S18_1662', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S10_1678', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49665997182880581727772660270887196743974858328947818514
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': 'deee82cc-50d2-4bb1-99e6-aa08ba11e818', 'customer_number': 398, 'city': 'Bergen', 'country': 'Norway', 'credit_limit': 82443, 'browse_history': [{'product_code': 'S50_1392', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S18_1662', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S10_1678', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 752278), 'overall_product_quantity': 31, 'overall_shopping_cart': 21, 'total_different_products': 4}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397755880312054185525864562690 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '38cc6948-9c8e-4c2a-821e-97131165258c', 'customer_number': 480, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 36335, 'browse_history': [{'product_code': 'S700_2834', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_1937', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49665997182880581727772660271070953468556282100942110738
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '38cc6948-9c8e-4c2a-821e-97131165258c', 'customer_number': 480, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 36335, 'browse_history': [{'product_code': 'S700_2834', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_1937', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 774604), 'overall_product_quantity': 15, 'overall_shopping_cart': 3, 'total_different_products': 3}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318446811789640561397763133866971873300912799746 to Shard shardId-000000000000


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '95fc62d2-8d8d-4224-8a42-ec24882a4d3c', 'customer_number': 460, 'city': 'Stavern', 'country': 'Norway', 'credit_limit': 84980, 'browse_history': [{'product_code': 'S24_3191', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_3136', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_1666', 'quantity': '7', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49665997182902882472971190327858547991226273913330728994
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '95fc62d2-8d8d-4224-8a42-ec24882a4d3c', 'customer_number': 460, 'city': 'Stavern', 'country': 'Norway', 'credit_limit': 84980, 'browse_history': [{'product_code': 'S24_3191', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_3136', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_1666', 'quantity': '7', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 832176), 'overall_product_quantity': 13, 'overall_shopping_cart': 13, 'total_different_products': 3}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318469112534839092020980831911880243300425269266 to Shard shardId-000000000001


2025-08-10 11:16:01 root         INFO     Read User Session {'session_id': '284514cf-41fd-4661-9068-5e3b96f430a5', 'customer_number': 252, 'city': 'Reggio Emilia', 'country': 'Italy', 'credit_limit': 45724, 'browse_history': [{'product_code': 'S18_2957', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49665997182902882472971190694076028675446664534452863010
2025-08-10 11:16:01 root         INFO     Processed User Session {'session_id': '284514cf-41fd-4661-9068-5e3b96f430a5', 'customer_number': 252, 'city': 'Reggio Emilia', 'country': 'Italy', 'credit_limit': 45724, 'browse_history': [{'product_code': 'S18_2957', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 8, 10, 11, 16, 1, 856725), 'overall_product_quantity': 8, 'overall_shopping_cart': 8, 'total_different_products': 1}
2025-08-10 11:16:01 root         INFO     Produced record 49665997318469112534839092020986876540978316446298800146 to Shard shardId-000000000001


